entity_id,created_by_user_id,user_id,name,username,email,web,description,description_alt,cuit,cuil,founded_date,employee_count,country,country_id,state,state_id,city,city_id,street,street_number,apartment,apartment_number,postal_code,phone,phone_alt,international_activity_code
3839,,1,FAMETAL ACEROS SRL,FAMETAL_ACEROS_SRL,vsantucho@gmail.com,,Fabricación de productos elaborados de metal n.c.p.,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos (Incluye chatarra, viruta de metales diversos, etc.)",30708531320,,2003-09-15,6,Argentina,1,Buenos Aires,3269,,,BARTOLOME MITRE,4135,,,1678,11-47596392,11-47594888,259999
3840,,1,CASO Y VAZQUEZ SRL,CASO_Y_VAZQUEZ_SRL,info@metalurgicamoron.com.ar,www.metalurgicamoron.com.ar,Fabricación de productos elaborados de metal n.c.p.,,30708400439,,2003-07-14,6,Argentina,1,Buenos Aires,3269,,,VICENTE LOPEZ,577,,,1708,0-0,0-0,259999
3841,,1,METALURGICA SAR SA,METALURGICA_SAR_SA,ariaqui@mcg.org.ar,www.mcg.org.ar,Fabricación de productos elaborados de metal n.c.p.,,30710387016,,2006-12-18,6,Argentina,1,Santa Fe,2189,,,JUAN DOMINGO PERON,297,,,2505,3471-489289,0-0,259999
3842,,1,EFEMECE SA,EFEMECE_SA,efemece@efemece.com.ar,www.efemece.com.ar,Fabricación de productos elaborados de metal n.c.p.,,30685738275,,1995-08-18,7,Argentina,1,Buenos Aires,3269,,,CALLE 109,840,,,1650,11-47571826,11-47125627,259999
3843,,1,METALURGICA PROALPO SRL,METALURGICA_PROALPO_SRL,adpolverelli@yahoo.com.ar,,Fabricación de productos elaborados de metal n.c.p.,,30701149951,,1999-02-23,6,Argentina,1,Buenos Aires,3269,,,RICHIERI,3534,,,1702,11-44885859,11-46471058,259999
3844,,1,FEMUCAL SA,FEMUCAL_SA,femucal@fullzero.com.ar,www.fullzero.com.ar,Fabricación de productos elaborados de metal n.c.p.,,33614830889,,1986-09-01,6,Argentina,1,Buenos Aires,3269,,,JORGE NEWBERY,298,,,1888,11-42559882,11-42559882,259999
3845,,1,METALURGICA REPIZO SRL,METALURGICA_REPIZO_SRL,lpagliano@metalurgicarepizo.com.ar,www.metalurgicarepizo.com.ar,Fabricación de productos elaborados de metal n.c.p.,Fabricación de cajas de seguridad,30708299304,,2001-05-30,6,Argentina,1,Cordoba,838,,,PARQUE INDUSTRIAL,180,,,5923,0-0,0-0,259999
3846,,1,TECNO TRANSMISION INTERNACIONAL SA,TECNO_TRANSMISION_INTERNACIONAL_SA,tti@arnet.com.ar,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta al por mayor de partes, piezas y accesorios de vehículos automotores",30707141758,,1999-11-11,4,Argentina,1,Santa Fe,2189,,,GENERAL PAZ,665,,,2300,3492-424134,0-0,293090
3847,,1,YOG SRL,YOG_SRL,estudio-colon@hotmail.com,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta de motocicletas y de sus partes, piezas y accesorios",30714387991,,2013-08-30,4,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,RIVADAVIA AV 10722,0,,,1408,0-0,0-0,293090
3848,,1,CASTELLANO REPUESTOS SRL,CASTELLANO_REPUESTOS_SRL,administracion@castellanorepuestos.com.ar,www.castellanorepuestos.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,30712127674,,2011-11-01,3,Argentina,1,Cordoba,838,,,GUTIERREZ,1938,,,2400,3564-479402,0-0,293090
3849,,1,JORGE O STAMPARIN E HIJOS SRL,JORGE_O_STAMPARIN_E_HIJOS_SRL,stamparin@infovia.com.ar,,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,30504231107,,1971-10-20,4,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,GUAMINI,2372,,,1440,11-46865251,11-46873592,293090
3850,,1,EUROTECNO SA,EUROTECNO_SA,ademedio@eurotecno.com,www.eurotecno.com,Fabricación de productos elaborados de metal n.c.p.,"Venta al por mayor de artículos de ferretería y materiales eléctricos (Incluye la venta de clavos, cerraduras, cable coaxil, etc.)",30708197358,,2003-01-06,35,Argentina,1,Buenos Aires,3269,,,FLORENCIO VARELA,3215,,,1678,11-47598320,11-47509500,259999
3851,,1,TECNO ORBITAL SA,TECNO_ORBITAL_SA,orbital@tecno-orbital.com.ar,www.tecno-orbital.com.ar,Fabricación de productos elaborados de metal n.c.p.,Fabricación de productos metálicos para uso estructural,30709287172,,2004-12-30,35,Argentina,1,Buenos Aires,3269,,,21,2929,,,1884,11-42560756,0-0,259999
3852,,1,ACEROS CO FER SA,ACEROS_CO_FER_SA,aceroscofer@aceroscofer.com.ar,www.aceroscofer.com.ar,Fabricación de productos elaborados de metal n.c.p.,Venta al por mayor de metales y minerales metalíferos,30707576444,,2001-04-03,35,Argentina,1,Buenos Aires,3269,,,AV PRESIDENTE JUAN D PERON,8299,,,1657,11-48484140,11-48483300,259999
3853,,1,CECILU SRL,CECILU_SRL,paulo.arrigoni@gmail.com,,"Confección de ropa de trabajo, uniformes y guardapolvos",,30709599352,,2006-02-08,9,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,LAMARCA EMILIO,3932,,,1419,0-0,0-0,141120
3854,,1,D Y Z INDUMENTARIA SRL,D_Y_Z_INDUMENTARIA_SRL,dyzindumentaria@arnet.com.ar,,"Confección de ropa de trabajo, uniformes y guardapolvos",Venta al por menor de uniformes escolares y guardapolvos,30707035699,,2000-01-03,9,Argentina,1,Santa Fe,2189,,,BV HIPOLITO IRIGOYEN,313,,,2300,0-0,0-0,141120
3855,,1,STOGUE SRL,STOGUE_SRL,administracion1@stogue.com.ar,www.stogue.com.ar,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir","Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",30710807589,,2008-09-12,19,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,ALVARADO,2256,,,1290,0-0,0-0,139209
3856,,1,TEJIDOS CATAMARCA SRL,TEJIDOS_CATAMARCA_SRL,celeste.tejidoscatamarca@hotmail.com,,Fabricación de tejidos de punto,,30709046515,,2004-05-06,57,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,LARREA,650,PB,,1030,11-49625960,11-46118802,139100
3857,,1,EUGENIO P QUADRI Y CIA S A C I F I A,EUGENIO_P_QUADRI_Y_CIA_S_A_C_I_F_I_A,eugeniopquadrisa@gmail.com,,Fabricación de mosaicos,,30502455652,,1960-11-14,17,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,GASCON,483,,,1181,11-48616515,11-48612722,239510
3858,,1,SOCU SRL,SOCU_SRL,administracion@socu.com.ar,www.socu.com.ar,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",30618286033,,1986-10-22,40,Argentina,1,Mendoza,1365,,,RODRIGUEZ PENA,140,,,5513,261-4324121,261-4315827,282500
3859,,1,ENGRACOR SA,ENGRACOR_SA,administracion@engracor.com.ar,www.engracor.com.ar,Fabricación de cojinetes engranajes trenes de engranaje y piezas de transmisión,Fabricación de productos metálicos de tornería y/o matricería,30604883810,,1984-05-29,19,Argentina,1,Santa Fe,2189,,,LOTE 100 NO DETERMINADO PARQUE,0,,,2300,3492-440999,0-430799,281400
3860,,1,WALTER GROSSO SRL,WALTER_GROSSO_SRL,ventas@waltergrosso.com.ar,www.waltergrosso.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Instalación de maquinaria y equipos industriales,30708177659,,2002-11-15,14,Argentina,1,Santa Fe,2189,,,BALCARCE,254,,,2535,0-0,0-0,282120
3861,,1,EMPORIO GRAFICO SRL,EMPORIO_GRAFICO_SRL,emporiograficocatamarca@gmail.com,,Servicios relacionados con la impresión,Venta al por menor de materiales de construcción n.c.p.,30710925603,,2008-09-25,4,Argentina,1,Catamarca,1672,BARRIO CENTRO AMERICA,,INTI RAMI,0,,,4700,383-4748010,383-4453401,181200
3862,,1,DON BLADIMIRO SRL,DON_BLADIMIRO_SRL,donbladimirosrl@hotmail.com,,Aserrado y cepillado de madera nativa,Aserrado y cepillado de madera implantada,33707535429,,2000-12-20,5,Argentina,1,Misiones,2,,,AV LIBERTADOR GRAL S MARTIN 0,0,,,3328,0-461319,0-155681958,161001
3863,,1,CARLI SA,CARLI_SA,ignacio@carlisa.com,www.carlisa.com,"Confección de ropa interior, prendas para dormir y para la playa",,30554432472,,1969-08-13,11,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,ITUZAINGO,876,,,1272,11-43614657,11-43005479,141110
3864,,1,FUCHS ARGENTINA SA,FUCHS_ARGENTINA_SA,administracion@fuchs.com.ar,www.fuchs.com.ar,Fabricación de productos de la refinación del petróleo,"Venta al por mayor de combustibles, lubricantes, leña y carbón, excepto gas licuado y combustibles y lubricantes para automotores",30591588660,,1982-05-20,36,Argentina,1,Buenos Aires,3269,,,BELGRANO,2551,,,1618,11-47360363,11-47360423,192000
3865,,1,TOVER SAIC,TOVER_SAIC,Info@tover.com.ar,www.tover.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,30504125293,,1962-02-22,21,Argentina,1,Buenos Aires,3269,,,DR CASAZZA,239,,,1874,11-42174612,11-42074589,282909
3866,,1,ACUALITE PROYECTOS SA,ACUALITE_PROYECTOS_SA,agramajo@acualitepro.com.ar,www.acualitepro.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",33657244029,,1992-10-13,21,Argentina,1,Buenos Aires,3269,PARQUE INDUSTRIAL,,3 ARROYOS,329,29,29,1706,11-46280854,11-46280853,282909
3867,,1,SOME SRL,SOME_SRL,some@dipra.com.ar,www.dipra.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,30602647583,,1984-07-05,27,Argentina,1,Buenos Aires,3269,,,CHUBUT,2581,,,1824,11-42628112,11-42628093,293090
3868,,1,AUTO MOVIL SRL,AUTO_MOVIL_SRL,ferrazzi@auto-movil.com.ar,www.auto-movil.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.","Venta al por mayor de partes, piezas y accesorios de vehículos automotores",30555487068,,1972-11-15,27,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,MURGUIONDO,3011,,,1439,11-46013200,11-46012841,293090
3869,,1,CYLGEM SA,CYLGEM_SA,acaricato@cylgem.com.ar,www.cylgem.com.ar,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",,33609050999,,1986-01-02,29,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,ANDALGALA,1624,,,1440,11-46861647,11-46861573,293090
3870,,1,INDUMENTARIA PROTECTIVA RASA SA,INDUMENTARIA_PROTECTIVA_RASA_SA,fernando@rasaprotect.com,www.rasaprotect.com,"Confección de ropa de trabajo, uniformes y guardapolvos",,30710180438,,2006-12-16,24,Argentina,1,Buenos Aires,3269,,,RIO NEGRO,651,,,7130,2241-424374,2241-430692,141120
3871,,1,MASEFER SRL,MASEFER_SRL,masefer3m@gmail.com,,"Confección de ropa de trabajo, uniformes y guardapolvos",Fabricación de productos textiles n.c.p.,30715973487,,2017-12-22,24,Argentina,1,Cordoba,838,GENERAL PAZ,,LAMADRID,441,1,,5000,0-0,0-0,141120
3872,,1,CORYA SA,CORYA_SA,adm.corya@gmail.com,,"Confección de ropa de trabajo, uniformes y guardapolvos",Venta al por mayor de mercancías n.c.p.,30582453213,,1979-11-19,26,Argentina,1,Buenos Aires,3269,,,ALMAFUERTE,466,,,1832,11-42454569,11-42458910,141120
3873,,1,INDUSTRIAS PARISOL SA,INDUSTRIAS_PARISOL_SA,info@parisol.com.ar,www.parisol.com.ar,Fundición de metales no ferrosos,Recuperación de materiales y desechos no metálicos,30707767215,,2001-07-25,7,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,VARELA AV 3553,0,,,1437,11-49194242,11-49190136,243200
3874,,1,OMAR VETRANO SACIFI,OMAR_VETRANO_SACIFI,vetrano@vetrano.com.ar,www.vetrano.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)",30505101932,,1974-10-08,22,Argentina,1,Buenos Aires,3269,,,CABILDO,692,PB,,1870,11-42284248,11-42095947,282909
3875,,1,RO BOT SRL,RO_BOT_SRL,Juan_abucet@yahoo.com.ar,,"Confección de ropa de trabajo, uniformes y guardapolvos","Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico",30642304212,,1990-12-08,24,Argentina,1,Mendoza,1365,,,CORDOBA,144,S,A,5500,264-4204614,0-243386,141120
3876,,1,SOCOM SRL,SOCOM_SRL,info@socom.com.ar,www.socom.com.ar,Fabricación de productos metálicos para uso estructural,Reparación y mantenimiento de maquinaria de uso general,30657699442,,1992-09-24,5,Argentina,1,Santa Fe,2189,,,JUAN B ALBERDI,3617,,,2200,0-0,0-0,251102
3877,,1,BOTTA REPUESTOS SA,BOTTA_REPUESTOS_SA,info@bottarepuestos.com.ar,www.bottarepuestos.com.ar,Fabricación de productos metálicos para uso estructural,,33614962629,,1983-11-01,5,Argentina,1,Cordoba,838,,,MENDOZA,801,,,2400,3564-430415,0-0,251102
3878,,1,CURVATUBOS ZEZIOLA SA,CURVATUBOS_ZEZIOLA_SA,Info@zeziola.com,www.zeziola.com,Fabricación de productos metálicos para uso estructural,"Fabricación de maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",30711813469,,2004-05-04,5,Argentina,1,Buenos Aires,3269,,,SOLDADO CABALLERO,8666,,,1657,0-0,0-0,251102
3879,,1,KONMETHAL SRL,KONMETHAL_SRL,konmethal@hotmail.com,,Fabricación de productos metálicos para uso estructural,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),30707500049,,2000-10-27,6,Argentina,1,Cordoba,838,,,MAESTRO VIDAL,1053,,,5010,351-4892432,0-0,251102
3880,,1,GPA INGENIERIA SA,GPA_INGENIERIA_SA,Adrian.soto@gpa-ingenieria.com.ar,www.gpa-ingenieria.com.ar,Fabricación de productos metálicos para uso estructural,"Servicios de apoyo para la minería, excepto para la extracción de petróleo y gas natural",33712217729,,2012-02-23,6,Argentina,1,Buenos Aires,3269,,,LE CORBUSIER,2897,,,1615,0-0,0-0,251102
3881,,1,LEMOS SA,LEMOS_SA,estructuraslemos@hotmail.com,,Fabricación de productos metálicos para uso estructural,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación de viviendas unifamiliares y multifamiliares bungalows, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",30711605726,,2010-09-10,5,Argentina,1,Cordoba,838,,,EMILIO FELICIONI,191,,,5125,0-0,0-0,251102
3882,,1,RUCAMET SRL,RUCAMET_SRL,gavetas@rucametsrl.com.ar,www.rucametsrl.com.ar,Fabricación de productos metálicos para uso estructural,,30683637234,,1995-03-22,6,Argentina,1,Buenos Aires,3269,,,DR REBIZO,5758,,,1678,0-0,0-0,251102
3883,,1,LOGIM SA,LOGIM_SA,logim@fibertel.com.ar,,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos","Venta al por menor de electrodomésticos, artefactos para el hogar y equipos de audio y video",30708923237,,2004-06-17,3,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,PARAGUAY,1225,10,,1057,0-0,0-0,275010
3884,,1,GRAPLASTIC SA,GRAPLASTIC_SA,alesandrapalavecino@gmail.com,,"Impresión n.c.p., excepto de diarios y revistas",Fabricación de envases plásticos,30600985449,,1984-01-09,35,Argentina,1,Buenos Aires,3269,,,AV ROSALES,1236,,,1684,11-46629801,11-46629782,181109
3885,,1,METALFOR SA,METALFOR_SA,metalfor@arnetbiz.com.ar,,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",,30505484971,,1966-09-08,12,Argentina,1,Santa Fe,2189,,,EVA PERON,639,,,2152,341-4710072,0-710072,259100
3886,,1,TALLERES GRAFICOS DEL NORTE SRL,TALLERES_GRAFICOS_DEL_NORTE_SRL,nestor@tgn.com.ar,www.tgn.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,30708976969,,2004-05-28,33,Argentina,1,Buenos Aires,3269,,,PERU,1011,,,1602,11-45131434,11-45131433,181109
3887,,1,TYRESOLES ARGENTINA NEUMATICOS TANSA SAIC,TYRESOLES_ARGENTINA_NEUMATICOS_TANSA_SAIC,lauramariel2@hotmail.com,,Fabricación de productos de caucho n.c.p.,,30521754083,,1943-08-26,4,Argentina,1,Buenos Aires,3269,,,PUEYRREDON,1301,,,1665,2320-426703,2320-435000,221909
3888,,1,ADAMOBILI SA,ADAMOBILI_SA,compras@adamobili.com.ar,www.adamobili.com.ar,"Fabricación de muebles y partes de muebles, principalmente de madera","Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",30613852782,,1984-08-01,14,Argentina,1,Cordoba,838,,,ROSARIO DE STA FE,980,,,2400,3564-427020,3564-423234,310010
3889,,1,NEUMALARG SA,NEUMALARG_SA,info@neumalarg.com.ar,www.neumalarg.com.ar,Recauchutado y renovación de cubiertas,"Reparación de amortiguadores, alineación de dirección y balanceo de ruedas",30708238488,,2002-12-02,18,Argentina,1,Buenos Aires,3269,,,RUTA 9 KM 86 500 0,0,,,2800,0-0,0-0,221120
3890,,1,TYRCO SOCIEDAD ANONIMA,TYRCO_SOCIEDAD_ANONIMA,tyrco@tyrco.com.ar,www.tyrco.com.ar,Fabricación de aparatos de distribución y control de la energía eléctrica,,30713471107,,2012-12-03,12,Argentina,1,Buenos Aires,3269,,,25 DE MAYO,2666,,,1618,0-0,0-0,271020
3891,,1,CYRUS SRL,CYRUS_SRL,A.miranda1@live.com.ar,www.live.com.ar,Fabricación de aparatos de distribución y control de la energía eléctrica,Instalaciones para edificios y obras de ingeniería civil n.c.p. (Incluye instalación de puertas automáticas o giratorias),30709224170,,2005-04-28,11,Argentina,1,Cordoba,838,,,JUAN B NOBLE,660,,,5008,0-0,0-0,271020
3892,,1,AUTOPARTES FAL SA,AUTOPARTES_FAL_SA,aldominelli@autopartesfal.com,www.autopartesfal.com,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30699074612,,1998-04-06,51,Argentina,1,Buenos Aires,3269,,,ZAPIOLA,355,,,1833,11-42987295,11-42980002,222090
3893,,1,ARTES GRAFICAS SUDESTE SRL,ARTES_GRAFICAS_SUDESTE_SRL,artgrafsudeste@ciudad.com.ar,,"Impresión n.c.p., excepto de diarios y revistas",,33662214839,,1994-09-21,39,Argentina,1,Buenos Aires,3269,,,VIRREY DEL PINO,5939,,,1875,11-42069620,11-42069392,181109
3894,,1,MARTIN COPPA SA,MARTIN_COPPA_SA,finanzas@martincoppa.com.ar,www.martincoppa.com.ar,Fabricación de productos elaborados de metal n.c.p.,,30502673102,,1966-12-01,59,Argentina,1,Santa Fe,2189,,,RUTA 11 KM 318 SN,0,,,2154,341-4912418,341-4913269,259999
3895,,1,VINDYA SA,VINDYA_SA,info@vindya.com.ar,www.vindya.com.ar,Fabricación de productos de caucho n.c.p.,,33707338569,,2000-03-10,12,Argentina,1,Buenos Aires,3269,,,MONSENOR LOPEZ MAY,1428,Y,,1765,11-44675324,11-44671210,221909
3896,,1,CHIAPERO SRL,CHIAPERO_SRL,ventas@chiaperosrl.com,www.chiaperosrl.com,Fabricación de productos de caucho n.c.p.,,33710596579,,2008-06-06,14,Argentina,1,Santa Fe,2189,INDUSTRIAL,,BOLIVIA,313,,,2000,0-0,0-0,221909
3897,,1,ASTILLEROS NEUMATICOS SRL,ASTILLEROS_NEUMATICOS_SRL,Administracion@astillerobim.com.ar,www.astillerobim.com.ar,Fabricación de productos de caucho n.c.p.,Construcción y reparación de embarcaciones de recreo y deporte,30574608593,,1976-10-21,12,Argentina,1,Buenos Aires,3269,,,FRENCH,65,,,1646,11-47442776,11-47460089,221909
3898,,1,S21 SRL,S21_SRL,barulich@dati.net.ar,www.dati.net.ar,"Fabricación de muebles y partes de muebles, principalmente de madera",,30714316105,,2013-09-05,15,Argentina,1,Santa Fe,2189,LAVALLE S N 0 PARAJE,,CALLE,0,,,2123,0-0,0-0,310010
3899,,1,OPEN OFFICE SA,OPEN_OFFICE_SA,Virginia@opof.com.ar,www.opof.com.ar,"Fabricación de muebles y partes de muebles, principalmente de madera","Servicios de diseño especializado (Incluye diseño de indumentaria, diseño gráfico, actividades de decoradores, etc.)",33685907149,,1996-03-25,16,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,LIBERTADOR DEL AV 6343,0,1,,1428,11-48346921,11-48322555,310010
3900,,1,TECNIMET CONSTRUCCIONES Y SERVICIOS SA,TECNIMET_CONSTRUCCIONES_Y_SERVICIOS_SA,Santostorra@cponline.org.ar,www.cponline.org.ar,Fabricación de productos metálicos para uso estructural,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y r",30699157569,,1998-08-07,9,Argentina,1,Buenos Aires,3269,,,GAONA,13249,1,,1746,237-4831082,237-4830986,251102
3901,,1,CONEXX CONTROLS SRL,CONEXX_CONTROLS_SRL,info@conexx.com.ar,www.conexx.com.ar,Fabricación de productos metálicos para uso estructural,Venta al por mayor de máquinas y equipo de control y seguridad,30710960336,,2009-04-17,8,Argentina,1,Buenos Aires,3269,,,PERITO MORENO,845,,,1804,0-0,0-0,251102
3902,,1,GROMANTI SA,GROMANTI_SA,info@gromanti.com.ar,www.gromanti.com.ar,"Fabricación de muebles y partes de muebles, principalmente de madera",,30562084416,,1977-03-21,61,Argentina,1,Buenos Aires,3269,,,RUTA PROVINCIAL N 6 KM 176,0,,,2812,11-47677886,11-47640638,310010
3903,,1,4 COLORES SA,4_COLORES_SA,Administracion@imprenta4colores.com,www.imprenta4colores.com,Impresión de diarios y revistas,"Impresión n.c.p., excepto de diarios y revistas",30709397822,,2005-09-26,21,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,SANTA ELENA,948,,,1278,11-43011479,11-43018044,181101
3904,,1,SILVESTRI MADERAS SRL,SILVESTRI_MADERAS_SRL,baires@silvestrimaderas.com.ar,www.silvestrimaderas.com.ar,Aserrado y cepillado de madera implantada,Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),30707277196,,2000-06-15,30,Argentina,1,Entre Ríos,337,,,ALMIRANTE BROWN,334,,,3206,3456-481981,11-44411381,161002
3905,,1,MONTELEC EQUIPAMIENTOS SRL,MONTELEC_EQUIPAMIENTOS_SRL,info@montelecequipamientos.com.ar,www.montelecequipamientos.com.ar,Fabricación de artículos de cuchillería y utensilios de mesa y de cocina,Fabricación de productos elaborados de metal n.c.p.,30716821346,,2020-03-06,6,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,POMPEYA,,OGORMAN,3550,,,1437,0-0,0-0,259302
3906,,1,COLIVIE SA,COLIVIE_SA,colivie@colivie.com,www.colivie.com,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",,30573950727,,1979-08-03,74,Argentina,1,Buenos Aires,3269,,,11 DE SETIEMBRE,526,,,1704,11-46531036,11-46531034,139209
3907,,1,ABRINCO SA,ABRINCO_SA,gracielagorjon@abrinco.com.ar,www.abrinco.com.ar,Fabricación de accesorios de vestir excepto de cuero,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",30563019804,,1974-12-12,31,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,MENDEZ DE ANDES,1790,,,1406,11-46790910,11-46314371,141191
3908,,1,ALL PETROL SA,ALL_PETROL_SA,rafaelferreyra@allpetrol.com.ar,www.allpetrol.com.ar,Fabricación de productos de la refinación del petróleo,Servicios de apoyo para la extracción de petróleo y gas natural,30708714182,,2004-03-03,21,Argentina,1,Cordoba,838,,,JUAN BAUTISTA ALBERDI,348,,,5151,3543-467942,3543-461606,192000
3909,,1,PLOT SA,PLOT_SA,marcol@gotaarquigrafia.com,www.gotaarquigrafia.com,"Impresión n.c.p., excepto de diarios y revistas",Fabricación de productos elaborados de metal n.c.p.,30711419272,,2010-05-27,17,Argentina,1,Cordoba,838,LOS BOULEVARES,,BV LOS ALEMANES,3200,7,8,5147,0-0,0-0,181109
3910,,1,OMNIGRAPHICS COMMERCIAL ARGENTINA SA,OMNIGRAPHICS_COMMERCIAL_ARGENTINA_SA,jlfernandez@omnigraphics.com.ar,www.omnigraphics.com.ar,"Impresión n.c.p., excepto de diarios y revistas","Fabricación de carteles, señales e indicadores -eléctricos o no-",30701021416,,1999-06-25,16,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,SAN NICOLAS,,CORRIENTES AV 327,0,17,,1043,11-43048111,11-43030198,181109
3911,,1,EUROWITCEL SA,EUROWITCEL_SA,hmascetti2@yahoo.com.ar,,"Impresión n.c.p., excepto de diarios y revistas",Servicios relacionados con la impresión,30708252596,,2002-12-06,24,Argentina,1,Buenos Aires,3269,,,ESTANISLAO LOPEZ,538,PB,7,1629,221-4870004,0-0,181109
3912,,1,BLUE GROUP SRL,BLUE_GROUP_SRL,administracion@combustionargentina.com.ar,www.combustionargentina.com.ar,"Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto","Venta al por mayor de prendas y accesorios de vestir n.c.p., excepto uniformes y ropa de trabajo",30694624053,,1998-05-13,20,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,JUFRE,102,6,A,1414,11-45823117,11-45812112,141199
3913,,1,OVNI ASCENSORES SRL,OVNI_ASCENSORES_SRL,ovni_ascensores@ciudad.com.ar,,"Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",Reparación y mantenimiento de máquinas y equipo n.c.p.,30698298371,,1998-11-12,14,Argentina,1,Santa Fe,2189,,,WHITE,5860,,,2000,341-4580744,341-4561338,281600
3914,,1,MOTORTECH SA,MOTORTECH_SA,Info@motortech.com.ar,www.motortech.com.ar,"Fabricación de motores, generadores y transformadores eléctricos",,30707334564,,2000-08-09,31,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,RAMIREZ CARLOS MARIA,2555,,,1437,2227-424739,11-49182892,271010
3915,,1,MECANOBRA SRL,MECANOBRA_SRL,mecanobra@elsitio.net,www.elsitio.net,"Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción (Incluye la fabricación de máquinas y equipos viales, equipos para la extracción de petróleo y gas, etc.)",,30663828920,,1995-04-20,16,Argentina,1,Buenos Aires,3269,,,JUAN DE GARAY,4736,,,1678,0-7598389,11-47598389,282400
3916,,1,WOOD TOOLS SRL,WOOD_TOOLS_SRL,forms@zerodigital.com.ar,www.zerodigital.com.ar,Fabricación de máquinas herramienta,Venta al por mayor de máquinas - herramienta de uso general,33683810199,,1996-11-26,21,Argentina,1,Buenos Aires,3269,,,AV CABILDO,61,,,1870,11-42181224,11-42181701,282200
3917,,1,INDUSTRIAS ARTEMEC SRL,INDUSTRIAS_ARTEMEC_SRL,ventas@artemec.com.ar,www.artemec.com.ar,Fabricación de productos metálicos de tornería y/o matricería,,30558755101,,1986-04-20,4,Argentina,1,Buenos Aires,3269,,,DIAZ VELEZ,4289,,,1605,11-45096700,11-47560107,259993
